iteration,score,best_score,elapsed_sec,params_json
1,10000000000.0,10000000000.0,1.4132,"{""activation"": ""swish"", ""batch_size"": 32, ""data_augmentation"": true, ""dr_f"": 0.136620183175, ""learning_rate"": 0.000596183292, ""new_fc_1"": 32, ""new_fc_10"": 20, ""new_fc_2"": 25, ""new_fc_3"": 19, ""new_fc_4"": 14, ""new_fc_5"": 32, ""new_fc_6"": 16, ""new_fc_7"": 4, ""new_fc_8"": 3, ""new_fc_9"": 2, ""num_neurons"": 32, ""optimizer"": ""SGD"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 3, ""unit_c2"": 3}"
2,-0.5410090291961974,-0.5410090291961974,685.8826,"{""activation"": ""selu"", ""batch_size"": 32, ""data_augmentation"": false, ""dr_f"": 0.328168450519, ""learning_rate"": 0.000864488615, ""new_fc_1"": 12, ""new_fc_10"": 15, ""new_fc_2"": 3, ""new_fc_3"": 5, ""new_fc_4"": 0, ""new_fc_5"": 11, ""new_fc_6"": 10, ""new_fc_7"": 22, ""new_fc_8"": 13, ""new_fc_9"": 18, ""num_neurons"": 16, ""optimizer"": ""Adagrad"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 1, ""unit_c2"": 8}"
3,-0.31931630085658647,-0.5410090291961974,1129.8415,"{""activation"": ""elu"", ""batch_size"": 32, ""data_augmentation"": false, ""dr_f"": 0.473755208556, ""learning_rate"": 0.000551653008, ""new_fc_1"": 25, ""new_fc_10"": 3, ""new_fc_2"": 20, ""new_fc_3"": 12, ""new_fc_4"": 18, ""new_fc_5"": 17, ""new_fc_6"": 1, ""new_fc_7"": 27, ""new_fc_8"": 22, ""new_fc_9"": 3, ""num_neurons"": 16, ""optimizer"": ""Adam"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 2, ""unit_c2"": 5}"
4,10000000000.0,-0.5410090291961974,1131.6256,"{""activation"": ""swish"", ""batch_size"": 32, ""data_augmentation"": false, ""dr_f"": 0.344577477992, ""learning_rate"": 0.000627342897, ""new_fc_1"": 12, ""new_fc_10"": 25, ""new_fc_2"": 27, ""new_fc_3"": 17, ""new_fc_4"": 10, ""new_fc_5"": 1, ""new_fc_6"": 16, ""new_fc_7"": 5, ""new_fc_8"": 22, ""new_fc_9"": 15, ""num_neurons"": 64, ""optimizer"": ""Adagrad"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 2, ""unit_c2"": 8}"
5,-0.5033936313432922,-0.5410090291961974,1515.6796,"{""activation"": ""elu"", ""batch_size"": 64, ""data_augmentation"": false, ""dr_f"": 0.290560127367, ""learning_rate"": 0.000450055517, ""new_fc_1"": 7, ""new_fc_10"": 8, ""new_fc_2"": 24, ""new_fc_3"": 6, ""new_fc_4"": 13, ""new_fc_5"": 28, ""new_fc_6"": 20, ""new_fc_7"": 32, ""new_fc_8"": 24, ""new_fc_9"": 13, ""num_neurons"": 8, ""optimizer"": ""Adadelta"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 1, ""unit_c2"": 4}"
6,-0.1665269530430813,-0.5410090291961974,2380.7815,"{""activation"": ""swish"", ""batch_size"": 8, ""data_augmentation"": true, ""dr_f"": 0.445858355249, ""learning_rate"": 0.000514214582, ""new_fc_1"": 14, ""new_fc_10"": 18, ""new_fc_2"": 23, ""new_fc_3"": 3, ""new_fc_4"": 17, ""new_fc_5"": 24, ""new_fc_6"": 23, ""new_fc_7"": 5, ""new_fc_8"": 2, ""new_fc_9"": 18, ""num_neurons"": 16, ""optimizer"": ""Adamax"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 2, ""unit_c2"": 7}"
7,10000000000.0,-0.5410090291961974,2381.2278,"{""activation"": ""elu"", ""batch_size"": 32, ""data_augmentation"": true, ""dr_f"": 0.169061966854, ""learning_rate"": 0.000607132884, ""new_fc_1"": 25, ""new_fc_10"": 9, ""new_fc_2"": 27, ""new_fc_3"": 3, ""new_fc_4"": 14, ""new_fc_5"": 21, ""new_fc_6"": 23, ""new_fc_7"": 23, ""new_fc_8"": 4, ""new_fc_9"": 5, ""num_neurons"": 16, ""optimizer"": ""SGD"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 3, ""unit_c2"": 8}"
8,-0.5487599638051606,-0.5487599638051606,3545.6229,"{""activation"": ""elu"", ""batch_size"": 16, ""data_augmentation"": true, ""dr_f"": 0.252719771852, ""learning_rate"": 0.000558486335, ""new_fc_1"": 23, ""new_fc_10"": 3, ""new_fc_2"": 21, ""new_fc_3"": 25, ""new_fc_4"": 17, ""new_fc_5"": 2, ""new_fc_6"": 10, ""new_fc_7"": 8, ""new_fc_8"": 32, ""new_fc_9"": 25, ""num_neurons"": 4, ""optimizer"": ""Adamax"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 2, ""unit_c2"": 6}"
9,10000000000.0,-0.5487599638051606,3546.7355,"{""activation"": ""swish"", ""batch_size"": 64, ""data_augmentation"": true, ""dr_f"": 0.0699049567, ""learning_rate"": 0.000624403979, ""new_fc_1"": 28, ""new_fc_10"": 15, ""new_fc_2"": 19, ""new_fc_3"": 17, ""new_fc_4"": 14, ""new_fc_5"": 14, ""new_fc_6"": 23, ""new_fc_7"": 28, ""new_fc_8"": 16, ""new_fc_9"": 24, ""num_neurons"": 32, ""optimizer"": ""Adamax"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 4, ""unit_c2"": 7}"
10,10000000000.0,-0.5487599638051606,3547.4971,"{""activation"": ""elu"", ""batch_size"": 32, ""data_augmentation"": false, ""dr_f"": 0.338097182134, ""learning_rate"": 0.000516416543, ""new_fc_1"": 1, ""new_fc_10"": 23, ""new_fc_2"": 17, ""new_fc_3"": 22, ""new_fc_4"": 25, ""new_fc_5"": 10, ""new_fc_6"": 0, ""new_fc_7"": 19, ""new_fc_8"": 30, ""new_fc_9"": 7, ""num_neurons"": 64, ""optimizer"": ""SGD"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 4, ""unit_c2"": 7}"
11,-0.5969429561606749,-0.5969429561606749,4835.6829,"{""activation"": ""selu"", ""batch_size"": 16, ""data_augmentation"": false, ""dr_f"": 0.450570575271, ""learning_rate"": 0.000155594399, ""new_fc_1"": 17, ""new_fc_10"": 21, ""new_fc_2"": 8, ""new_fc_3"": 9, ""new_fc_4"": 12, ""new_fc_5"": 6, ""new_fc_6"": 5, ""new_fc_7"": 18, ""new_fc_8"": 24, ""new_fc_9"": 9, ""num_neurons"": 16, ""optimizer"": ""Adam"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 3, ""unit_c2"": 6}"
12,-0.5862256054849548,-0.5969429561606749,5943.32,"{""activation"": ""selu"", ""batch_size"": 16, ""data_augmentation"": false, ""dr_f"": 0.410772940489, ""learning_rate"": 0.000715214151, ""new_fc_1"": 17, ""new_fc_10"": 16, ""new_fc_2"": 26, ""new_fc_3"": 24, ""new_fc_4"": 12, ""new_fc_5"": 19, ""new_fc_6"": 31, ""new_fc_7"": 28, ""new_fc_8"": 31, ""new_fc_9"": 28, ""num_neurons"": 16, ""optimizer"": ""Adamax"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 4, ""unit_c2"": 4}"
