event,accuracy_eval,objective,error,accuracy,flops_norm,flops,params,score,elapsed_sec,params_json
1,1,both,0.5329000055789948,0.46709999442100525,0.04262890666666667,6394336.0,50774.0,-0.6141813240947036,264.8946,"{""activation"": ""selu"", ""batch_size"": 64, ""data_augmentation"": false, ""dr_f"": 0.236052338777, ""learning_rate"": 0.00075111866, ""new_fc_1"": 4, ""new_fc_10"": 9, ""new_fc_2"": 7, ""new_fc_3"": 0, ""new_fc_4"": 11, ""new_fc_5"": 6, ""new_fc_6"": 19, ""new_fc_7"": 5, ""new_fc_8"": 24, ""new_fc_9"": 0, ""num_neurons"": 4, ""optimizer"": ""SGD"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 2, ""unit_c2"": 7}"
2,2,both,0.3375999927520752,0.6624000072479248,0.49927442666666666,74891164.0,1679418.0,-0.6138976770735474,528.6104,"{""activation"": ""elu"", ""batch_size"": 64, ""data_augmentation"": false, ""dr_f"": 0.092589639507, ""learning_rate"": 0.000571071323, ""new_fc_1"": 7, ""new_fc_10"": 3, ""new_fc_2"": 23, ""new_fc_3"": 10, ""new_fc_4"": 0, ""new_fc_5"": 7, ""new_fc_6"": 23, ""new_fc_7"": 28, ""new_fc_8"": 32, ""new_fc_9"": 21, ""num_neurons"": 16, ""optimizer"": ""Adagrad"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 1, ""unit_c2"": 7}"
3,3,both,0.9011000022292137,0.09889999777078629,0.09373725333333334,14060588.0,415578.0,-0.3411088224395504,1152.7694,"{""activation"": ""swish"", ""batch_size"": 16, ""data_augmentation"": false, ""dr_f"": 0.462866963862, ""learning_rate"": 0.000490007948, ""new_fc_1"": 18, ""new_fc_10"": 3, ""new_fc_2"": 21, ""new_fc_3"": 3, ""new_fc_4"": 11, ""new_fc_5"": 16, ""new_fc_6"": 12, ""new_fc_7"": 29, ""new_fc_8"": 9, ""new_fc_9"": 12, ""num_neurons"": 8, ""optimizer"": ""Adadelta"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 2, ""unit_c2"": 4}"
4,4,both,10000000000.0,,1.14543272,171814908.0,3508234.0,10000000000.0,1153.1953,"{""activation"": ""relu"", ""batch_size"": 16, ""data_augmentation"": true, ""dr_f"": 0.350969511556, ""learning_rate"": 0.000147815822, ""new_fc_1"": 3, ""new_fc_10"": 27, ""new_fc_2"": 29, ""new_fc_3"": 12, ""new_fc_4"": 12, ""new_fc_5"": 15, ""new_fc_6"": 29, ""new_fc_7"": 8, ""new_fc_8"": 6, ""new_fc_9"": 21, ""num_neurons"": 32, ""optimizer"": ""SGD"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 1, ""unit_c2"": 5}"
5,5,both,0.8999999985098839,0.10000000149011612,0.26912685333333336,40369028.0,1149082.0,-0.2892619450430813,1537.6157,"{""activation"": ""swish"", ""batch_size"": 16, ""data_augmentation"": true, ""dr_f"": 0.171196885029, ""learning_rate"": 0.00024895126, ""new_fc_1"": 29, ""new_fc_10"": 4, ""new_fc_2"": 17, ""new_fc_3"": 5, ""new_fc_4"": 15, ""new_fc_5"": 12, ""new_fc_6"": 28, ""new_fc_7"": 9, ""new_fc_8"": 23, ""new_fc_9"": 21, ""num_neurons"": 8, ""optimizer"": ""SGD"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 3, ""unit_c2"": 8}"
6,6,both,10000000000.0,,1.3491541066666666,202373116.0,5160778.0,10000000000.0,1538.0536,"{""activation"": ""selu"", ""batch_size"": 16, ""data_augmentation"": true, ""dr_f"": 0.197823195326, ""learning_rate"": 0.000831546595, ""new_fc_1"": 7, ""new_fc_10"": 23, ""new_fc_2"": 21, ""new_fc_3"": 15, ""new_fc_4"": 18, ""new_fc_5"": 28, ""new_fc_6"": 16, ""new_fc_7"": 5, ""new_fc_8"": 13, ""new_fc_9"": 32, ""num_neurons"": 32, ""optimizer"": ""SGD"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 2, ""unit_c2"": 4}"
7,7,both,0.66839998960495,0.33160001039505005,0.17825981333333332,26738972.0,975610.0,-0.478642063276535,3062.0371,"{""activation"": ""elu"", ""batch_size"": 8, ""data_augmentation"": false, ""dr_f"": 0.285807771088, ""learning_rate"": 0.000476574932, ""new_fc_1"": 21, ""new_fc_10"": 0, ""new_fc_2"": 1, ""new_fc_3"": 31, ""new_fc_4"": 14, ""new_fc_5"": 16, ""new_fc_6"": 25, ""new_fc_7"": 21, ""new_fc_8"": 19, ""new_fc_9"": 18, ""num_neurons"": 16, ""optimizer"": ""Adagrad"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 2, ""unit_c2"": 1}"
8,8,both,0.4214000105857849,0.5785999894142151,0.9021784266666667,135326764.0,2286970.0,-0.43436646458995054,4165.9341,"{""activation"": ""elu"", ""batch_size"": 16, ""data_augmentation"": false, ""dr_f"": 0.214048860741, ""learning_rate"": 0.000950099436, ""new_fc_1"": 15, ""new_fc_10"": 32, ""new_fc_2"": 0, ""new_fc_3"": 18, ""new_fc_4"": 0, ""new_fc_5"": 9, ""new_fc_6"": 5, ""new_fc_7"": 21, ""new_fc_8"": 16, ""new_fc_9"": 11, ""num_neurons"": 16, ""optimizer"": ""Adagrad"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 3, ""unit_c2"": 7}"
9,9,both,10000000000.0,,6.95239848,1042859772.0,26236042.0,10000000000.0,4167.2696,"{""activation"": ""swish"", ""batch_size"": 64, ""data_augmentation"": true, ""dr_f"": 0.034972556261, ""learning_rate"": 0.000847576293, ""new_fc_1"": 13, ""new_fc_10"": 4, ""new_fc_2"": 19, ""new_fc_3"": 13, ""new_fc_4"": 24, ""new_fc_5"": 3, ""new_fc_6"": 7, ""new_fc_7"": 32, ""new_fc_8"": 11, ""new_fc_9"": 27, ""num_neurons"": 64, ""optimizer"": ""SGD"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 2, ""unit_c2"": 5}"
10,10,both,0.6380999982357025,0.3619000017642975,0.02509944,3764916.0,172922.0,-0.5458001692350082,4670.956,"{""activation"": ""selu"", ""batch_size"": 32, ""data_augmentation"": true, ""dr_f"": 0.277565479985, ""learning_rate"": 0.00027864195, ""new_fc_1"": 30, ""new_fc_10"": 18, ""new_fc_2"": 15, ""new_fc_3"": 22, ""new_fc_4"": 12, ""new_fc_5"": 4, ""new_fc_6"": 20, ""new_fc_7"": 18, ""new_fc_8"": 21, ""new_fc_9"": 22, ""num_neurons"": 4, ""optimizer"": ""SGD"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 2, ""unit_c2"": 4}"
