event,accuracy_eval,objective,error,accuracy,flops_norm,flops,params,score,elapsed_sec,params_json
1,1,both,0.4350000023841858,0.5649999976158142,0.013168026666666667,1975204.0,53690.0,-0.6915495903310699,264.9875,"{""activation"": ""relu"", ""batch_size"": 64, ""data_augmentation"": false, ""dr_f"": 0.143889585721, ""learning_rate"": 0.000665632005, ""new_fc_1"": 31, ""new_fc_10"": 23, ""new_fc_2"": 8, ""new_fc_3"": 0, ""new_fc_4"": 29, ""new_fc_5"": 4, ""new_fc_6"": 4, ""new_fc_7"": 23, ""new_fc_8"": 18, ""new_fc_9"": 2, ""num_neurons"": 4, ""optimizer"": ""Adam"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 2, ""unit_c2"": 1}"
2,2,both,0.8999999985098839,0.10000000149011612,0.5820479733333334,87307196.0,3998666.0,-0.19538560904308128,649.3845,"{""activation"": ""swish"", ""batch_size"": 16, ""data_augmentation"": true, ""dr_f"": 0.263205835774, ""learning_rate"": 0.000908750291, ""new_fc_1"": 0, ""new_fc_10"": 16, ""new_fc_2"": 3, ""new_fc_3"": 30, ""new_fc_4"": 3, ""new_fc_5"": 27, ""new_fc_6"": 20, ""new_fc_7"": 29, ""new_fc_8"": 24, ""new_fc_9"": 28, ""num_neurons"": 32, ""optimizer"": ""SGD"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 1, ""unit_c2"": 3}"
3,3,both,0.8999999985098839,0.10000000149011612,0.053227786666666665,7984168.0,186678.0,-0.3540316650430813,1273.6191,"{""activation"": ""swish"", ""batch_size"": 8, ""data_augmentation"": false, ""dr_f"": 0.185584783511, ""learning_rate"": 0.000275358038, ""new_fc_1"": 17, ""new_fc_10"": 2, ""new_fc_2"": 20, ""new_fc_3"": 17, ""new_fc_4"": 10, ""new_fc_5"": 29, ""new_fc_6"": 12, ""new_fc_7"": 9, ""new_fc_8"": 19, ""new_fc_9"": 18, ""num_neurons"": 4, ""optimizer"": ""Adagrad"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 2, ""unit_c2"": 8}"
4,4,both,0.7828000038862228,0.21719999611377716,0.89569672,134354508.0,1800442.0,-0.183330981279644,3217.6952,"{""activation"": ""relu"", ""batch_size"": 8, ""data_augmentation"": false, ""dr_f"": 0.479079505416, ""learning_rate"": 0.000506653616, ""new_fc_1"": 13, ""new_fc_10"": 9, ""new_fc_2"": 3, ""new_fc_3"": 7, ""new_fc_4"": 12, ""new_fc_5"": 0, ""new_fc_6"": 6, ""new_fc_7"": 24, ""new_fc_8"": 3, ""new_fc_9"": 0, ""num_neurons"": 16, ""optimizer"": ""Adagrad"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 3, ""unit_c2"": 7}"
5,5,both,0.8999999985098839,0.10000000149011612,0.09488104,14232156.0,705290.0,-0.3415356890430813,3901.9511,"{""activation"": ""swish"", ""batch_size"": 8, ""data_augmentation"": false, ""dr_f"": 0.27463378494, ""learning_rate"": 0.000304656733, ""new_fc_1"": 29, ""new_fc_10"": 11, ""new_fc_2"": 17, ""new_fc_3"": 22, ""new_fc_4"": 27, ""new_fc_5"": 3, ""new_fc_6"": 15, ""new_fc_7"": 31, ""new_fc_8"": 15, ""new_fc_9"": 30, ""num_neurons"": 8, ""optimizer"": ""Adam"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 2, ""unit_c2"": 4}"
6,6,both,10000000000.0,,10.347315173333334,1552097276.0,13321098.0,10000000000.0,3902.6951,"{""activation"": ""swish"", ""batch_size"": 16, ""data_augmentation"": false, ""dr_f"": 0.26415054184, ""learning_rate"": 0.000224826316, ""new_fc_1"": 2, ""new_fc_10"": 23, ""new_fc_2"": 22, ""new_fc_3"": 15, ""new_fc_4"": 10, ""new_fc_5"": 6, ""new_fc_6"": 31, ""new_fc_7"": 13, ""new_fc_8"": 3, ""new_fc_9"": 20, ""num_neurons"": 64, ""optimizer"": ""Adagrad"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 2, ""unit_c2"": 7}"
7,7,both,0.6872000098228455,0.31279999017715454,0.43947304,65920956.0,1202906.0,-0.38711808112400814,4226.5473,"{""activation"": ""elu"", ""batch_size"": 64, ""data_augmentation"": true, ""dr_f"": 0.253701770758, ""learning_rate"": 0.000130710177, ""new_fc_1"": 6, ""new_fc_10"": 6, ""new_fc_2"": 22, ""new_fc_3"": 8, ""new_fc_4"": 32, ""new_fc_5"": 16, ""new_fc_6"": 8, ""new_fc_7"": 20, ""new_fc_8"": 27, ""new_fc_9"": 15, ""num_neurons"": 16, ""optimizer"": ""Adadelta"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 2, ""unit_c2"": 5}"
8,8,both,0.8999999985098839,0.10000000149011612,0.7537532533333333,113062988.0,761514.0,-0.14387402504308128,4910.441,"{""activation"": ""selu"", ""batch_size"": 8, ""data_augmentation"": false, ""dr_f"": 0.127299570916, ""learning_rate"": 0.000583933719, ""new_fc_1"": 1, ""new_fc_10"": 14, ""new_fc_2"": 9, ""new_fc_3"": 8, ""new_fc_4"": 22, ""new_fc_5"": 12, ""new_fc_6"": 18, ""new_fc_7"": 31, ""new_fc_8"": 21, ""new_fc_9"": 1, ""num_neurons"": 16, ""optimizer"": ""Adam"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 3, ""unit_c2"": 6}"
9,9,both,0.8995999991893768,0.10040000081062317,0.05118661333333333,7677992.0,122674.0,-0.3549240165674362,5234.477,"{""activation"": ""selu"", ""batch_size"": 16, ""data_augmentation"": false, ""dr_f"": 0.494876235711, ""learning_rate"": 0.000287325883, ""new_fc_1"": 22, ""new_fc_10"": 15, ""new_fc_2"": 20, ""new_fc_3"": 21, ""new_fc_4"": 20, ""new_fc_5"": 11, ""new_fc_6"": 32, ""new_fc_7"": 21, ""new_fc_8"": 20, ""new_fc_9"": 1, ""num_neurons"": 4, ""optimizer"": ""Adadelta"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 4, ""unit_c2"": 3}"
10,10,both,10000000000.0,,1.1351048266666666,170265724.0,4211114.0,10000000000.0,5234.8759,"{""activation"": ""relu"", ""batch_size"": 8, ""data_augmentation"": true, ""dr_f"": 0.254079433865, ""learning_rate"": 0.00058504913, ""new_fc_1"": 3, ""new_fc_10"": 22, ""new_fc_2"": 29, ""new_fc_3"": 27, ""new_fc_4"": 17, ""new_fc_5"": 31, ""new_fc_6"": 16, ""new_fc_7"": 21, ""new_fc_8"": 4, ""new_fc_9"": 0, ""num_neurons"": 32, ""optimizer"": ""Adamax"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 1, ""unit_c2"": 5}"
