iteration,score,best_score,elapsed_sec,params_json
1,-0.2573643198435378,-0.2573643198435378,205.1109,"{""activation"": ""relu"", ""batch_size"": 32, ""data_augmentation"": true, ""dr_f"": 0.414100625387, ""learning_rate"": 0.000913492427, ""new_fc_1"": 17, ""new_fc_10"": 1, ""new_fc_2"": 3, ""new_fc_3"": 26, ""new_fc_4"": 15, ""new_fc_5"": 24, ""new_fc_6"": 20, ""new_fc_7"": 21, ""new_fc_8"": 12, ""new_fc_9"": 8, ""num_neurons"": 8, ""optimizer"": ""Adam"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 3, ""unit_c2"": 5}"
2,-0.28998641632544137,-0.28998641632544137,469.3585,"{""activation"": ""selu"", ""batch_size"": 64, ""data_augmentation"": false, ""dr_f"": 0.400985795416, ""learning_rate"": 0.000152496678, ""new_fc_1"": 31, ""new_fc_10"": 24, ""new_fc_2"": 15, ""new_fc_3"": 7, ""new_fc_4"": 29, ""new_fc_5"": 11, ""new_fc_6"": 25, ""new_fc_7"": 26, ""new_fc_8"": 31, ""new_fc_9"": 31, ""num_neurons"": 8, ""optimizer"": ""Adam"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 3, ""unit_c2"": 3}"
3,-0.2591867518435378,-0.28998641632544137,613.8751,"{""activation"": ""swish"", ""batch_size"": 64, ""data_augmentation"": true, ""dr_f"": 0.231049763781, ""learning_rate"": 0.000939405318, ""new_fc_1"": 10, ""new_fc_10"": 25, ""new_fc_2"": 19, ""new_fc_3"": 13, ""new_fc_4"": 9, ""new_fc_5"": 16, ""new_fc_6"": 1, ""new_fc_7"": 30, ""new_fc_8"": 12, ""new_fc_9"": 0, ""num_neurons"": 8, ""optimizer"": ""Adamax"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 1, ""unit_c2"": 8}"
4,10000000000.0,-0.28998641632544137,614.9234,"{""activation"": ""selu"", ""batch_size"": 64, ""data_augmentation"": false, ""dr_f"": 0.115092027314, ""learning_rate"": 0.00032669675, ""new_fc_1"": 7, ""new_fc_10"": 21, ""new_fc_2"": 16, ""new_fc_3"": 9, ""new_fc_4"": 17, ""new_fc_5"": 6, ""new_fc_6"": 27, ""new_fc_7"": 21, ""new_fc_8"": 13, ""new_fc_9"": 25, ""num_neurons"": 64, ""optimizer"": ""SGD"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 1, ""unit_c2"": 5}"
5,-0.5049899850681152,-0.5049899850681152,1779.8708,"{""activation"": ""swish"", ""batch_size"": 16, ""data_augmentation"": false, ""dr_f"": 0.276471805307, ""learning_rate"": 0.000277105123, ""new_fc_1"": 22, ""new_fc_10"": 27, ""new_fc_2"": 17, ""new_fc_3"": 2, ""new_fc_4"": 16, ""new_fc_5"": 17, ""new_fc_6"": 20, ""new_fc_7"": 3, ""new_fc_8"": 32, ""new_fc_9"": 28, ""num_neurons"": 32, ""optimizer"": ""Adamax"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 1, ""unit_c2"": 1}"
6,10000000000.0,-0.5049899850681152,1780.782,"{""activation"": ""elu"", ""batch_size"": 16, ""data_augmentation"": false, ""dr_f"": 0.468762334788, ""learning_rate"": 0.000849791766, ""new_fc_1"": 29, ""new_fc_10"": 28, ""new_fc_2"": 20, ""new_fc_3"": 1, ""new_fc_4"": 25, ""new_fc_5"": 13, ""new_fc_6"": 24, ""new_fc_7"": 17, ""new_fc_8"": 28, ""new_fc_9"": 4, ""num_neurons"": 64, ""optimizer"": ""Adamax"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 2, ""unit_c2"": 1}"
7,-0.013727151941587456,-0.5049899850681152,2165.3889,"{""activation"": ""relu"", ""batch_size"": 32, ""data_augmentation"": false, ""dr_f"": 0.077739628914, ""learning_rate"": 0.000501055274, ""new_fc_1"": 11, ""new_fc_10"": 11, ""new_fc_2"": 3, ""new_fc_3"": 24, ""new_fc_4"": 13, ""new_fc_5"": 26, ""new_fc_6"": 12, ""new_fc_7"": 27, ""new_fc_8"": 28, ""new_fc_9"": 25, ""num_neurons"": 64, ""optimizer"": ""SGD"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 1, ""unit_c2"": 1}"
8,-0.44860108718222425,-0.5049899850681152,2489.474,"{""activation"": ""elu"", ""batch_size"": 64, ""data_augmentation"": true, ""dr_f"": 0.189747064136, ""learning_rate"": 0.000724734475, ""new_fc_1"": 16, ""new_fc_10"": 18, ""new_fc_2"": 17, ""new_fc_3"": 15, ""new_fc_4"": 5, ""new_fc_5"": 8, ""new_fc_6"": 25, ""new_fc_7"": 32, ""new_fc_8"": 24, ""new_fc_9"": 18, ""num_neurons"": 4, ""optimizer"": ""Adamax"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 1, ""unit_c2"": 2}"
9,-0.4170486337248229,-0.5049899850681152,2873.7443,"{""activation"": ""selu"", ""batch_size"": 64, ""data_augmentation"": false, ""dr_f"": 0.189131235097, ""learning_rate"": 0.000331469668, ""new_fc_1"": 30, ""new_fc_10"": 21, ""new_fc_2"": 3, ""new_fc_3"": 10, ""new_fc_4"": 18, ""new_fc_5"": 4, ""new_fc_6"": 31, ""new_fc_7"": 13, ""new_fc_8"": 15, ""new_fc_9"": 14, ""num_neurons"": 16, ""optimizer"": ""Adamax"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 3, ""unit_c2"": 2}"
10,-0.1152091201387298,-0.5049899850681152,3258.2435,"{""activation"": ""relu"", ""batch_size"": 16, ""data_augmentation"": true, ""dr_f"": 0.289285957199, ""learning_rate"": 0.000308088131, ""new_fc_1"": 28, ""new_fc_10"": 6, ""new_fc_2"": 14, ""new_fc_3"": 30, ""new_fc_4"": 2, ""new_fc_5"": 6, ""new_fc_6"": 9, ""new_fc_7"": 8, ""new_fc_8"": 10, ""new_fc_9"": 21, ""num_neurons"": 16, ""optimizer"": ""Adagrad"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 4, ""unit_c2"": 2}"
