iteration,score,best_score,elapsed_sec,params_json
1,-0.6795796067533416,-0.6795796067533416,264.775,"{""activation"": ""relu"", ""batch_size"": 64, ""data_augmentation"": false, ""dr_f"": 0.143889585721, ""learning_rate"": 0.000665632005, ""new_fc_1"": 31, ""new_fc_10"": 23, ""new_fc_2"": 8, ""new_fc_3"": 0, ""new_fc_4"": 29, ""new_fc_5"": 4, ""new_fc_6"": 4, ""new_fc_7"": 23, ""new_fc_8"": 18, ""new_fc_9"": 2, ""num_neurons"": 4, ""optimizer"": ""Adam"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 2, ""unit_c2"": 1}"
2,-0.19538560904308128,-0.6795796067533416,709.6156,"{""activation"": ""swish"", ""batch_size"": 16, ""data_augmentation"": true, ""dr_f"": 0.263205835774, ""learning_rate"": 0.000908750291, ""new_fc_1"": 0, ""new_fc_10"": 16, ""new_fc_2"": 3, ""new_fc_3"": 30, ""new_fc_4"": 3, ""new_fc_5"": 27, ""new_fc_6"": 20, ""new_fc_7"": 29, ""new_fc_8"": 24, ""new_fc_9"": 28, ""num_neurons"": 32, ""optimizer"": ""SGD"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 1, ""unit_c2"": 3}"
3,-0.3540316650430813,-0.6795796067533416,1394.378,"{""activation"": ""swish"", ""batch_size"": 8, ""data_augmentation"": false, ""dr_f"": 0.185584783511, ""learning_rate"": 0.000275358038, ""new_fc_1"": 17, ""new_fc_10"": 2, ""new_fc_2"": 20, ""new_fc_3"": 17, ""new_fc_4"": 10, ""new_fc_5"": 29, ""new_fc_6"": 12, ""new_fc_7"": 9, ""new_fc_8"": 19, ""new_fc_9"": 18, ""num_neurons"": 4, ""optimizer"": ""Adagrad"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 2, ""unit_c2"": 8}"
4,-0.18158098294857405,-0.6795796067533416,3518.9981,"{""activation"": ""relu"", ""batch_size"": 8, ""data_augmentation"": false, ""dr_f"": 0.479079505416, ""learning_rate"": 0.000506653616, ""new_fc_1"": 13, ""new_fc_10"": 9, ""new_fc_2"": 3, ""new_fc_3"": 7, ""new_fc_4"": 12, ""new_fc_5"": 0, ""new_fc_6"": 6, ""new_fc_7"": 24, ""new_fc_8"": 3, ""new_fc_9"": 0, ""num_neurons"": 16, ""optimizer"": ""Adagrad"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 3, ""unit_c2"": 7}"
5,-0.3415356890430813,-0.6795796067533416,4263.7278,"{""activation"": ""swish"", ""batch_size"": 8, ""data_augmentation"": false, ""dr_f"": 0.27463378494, ""learning_rate"": 0.000304656733, ""new_fc_1"": 29, ""new_fc_10"": 11, ""new_fc_2"": 17, ""new_fc_3"": 22, ""new_fc_4"": 27, ""new_fc_5"": 3, ""new_fc_6"": 15, ""new_fc_7"": 31, ""new_fc_8"": 15, ""new_fc_9"": 30, ""num_neurons"": 8, ""optimizer"": ""Adam"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 2, ""unit_c2"": 4}"
6,10000000000.0,-0.6795796067533416,4264.5423,"{""activation"": ""swish"", ""batch_size"": 16, ""data_augmentation"": false, ""dr_f"": 0.26415054184, ""learning_rate"": 0.000224826316, ""new_fc_1"": 2, ""new_fc_10"": 23, ""new_fc_2"": 22, ""new_fc_3"": 15, ""new_fc_4"": 10, ""new_fc_5"": 6, ""new_fc_6"": 31, ""new_fc_7"": 13, ""new_fc_8"": 3, ""new_fc_9"": 20, ""num_neurons"": 64, ""optimizer"": ""Adagrad"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 2, ""unit_c2"": 7}"
7,-0.38795809534329223,-0.6795796067533416,4828.7331,"{""activation"": ""elu"", ""batch_size"": 64, ""data_augmentation"": true, ""dr_f"": 0.253701770758, ""learning_rate"": 0.000130710177, ""new_fc_1"": 6, ""new_fc_10"": 6, ""new_fc_2"": 22, ""new_fc_3"": 8, ""new_fc_4"": 32, ""new_fc_5"": 16, ""new_fc_6"": 8, ""new_fc_7"": 20, ""new_fc_8"": 27, ""new_fc_9"": 15, ""num_neurons"": 16, ""optimizer"": ""Adadelta"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 2, ""unit_c2"": 5}"
8,-0.14387402504308128,-0.6795796067533416,5573.0994,"{""activation"": ""selu"", ""batch_size"": 8, ""data_augmentation"": false, ""dr_f"": 0.127299570916, ""learning_rate"": 0.000583933719, ""new_fc_1"": 1, ""new_fc_10"": 14, ""new_fc_2"": 9, ""new_fc_3"": 8, ""new_fc_4"": 22, ""new_fc_5"": 12, ""new_fc_6"": 18, ""new_fc_7"": 31, ""new_fc_8"": 21, ""new_fc_9"": 1, ""num_neurons"": 16, ""optimizer"": ""Adam"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 3, ""unit_c2"": 6}"
9,-0.3556240179860268,-0.6795796067533416,5957.3981,"{""activation"": ""selu"", ""batch_size"": 16, ""data_augmentation"": false, ""dr_f"": 0.494876235711, ""learning_rate"": 0.000287325883, ""new_fc_1"": 22, ""new_fc_10"": 15, ""new_fc_2"": 20, ""new_fc_3"": 21, ""new_fc_4"": 20, ""new_fc_5"": 11, ""new_fc_6"": 32, ""new_fc_7"": 21, ""new_fc_8"": 20, ""new_fc_9"": 1, ""num_neurons"": 4, ""optimizer"": ""Adadelta"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 4, ""unit_c2"": 3}"
10,10000000000.0,-0.6795796067533416,5957.8303,"{""activation"": ""relu"", ""batch_size"": 8, ""data_augmentation"": true, ""dr_f"": 0.254079433865, ""learning_rate"": 0.00058504913, ""new_fc_1"": 3, ""new_fc_10"": 22, ""new_fc_2"": 29, ""new_fc_3"": 27, ""new_fc_4"": 17, ""new_fc_5"": 31, ""new_fc_6"": 16, ""new_fc_7"": 21, ""new_fc_8"": 4, ""new_fc_9"": 0, ""num_neurons"": 32, ""optimizer"": ""Adamax"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 1, ""unit_c2"": 5}"
11,-0.7905852009128723,-0.7905852009128723,6945.4277,"{""activation"": ""elu"", ""batch_size"": 8, ""data_augmentation"": true, ""dr_f"": 0.045788034677, ""learning_rate"": 0.000881864195, ""new_fc_1"": 25, ""new_fc_10"": 18, ""new_fc_2"": 5, ""new_fc_3"": 0, ""new_fc_4"": 13, ""new_fc_5"": 21, ""new_fc_6"": 29, ""new_fc_7"": 32, ""new_fc_8"": 24, ""new_fc_9"": 26, ""num_neurons"": 4, ""optimizer"": ""Adamax"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 4, ""unit_c2"": 5}"
12,-0.4070768994938888,-0.7905852009128723,7333.1244,"{""activation"": ""relu"", ""batch_size"": 64, ""data_augmentation"": false, ""dr_f"": 0.236033976309, ""learning_rate"": 0.000966832283, ""new_fc_1"": 31, ""new_fc_10"": 25, ""new_fc_2"": 13, ""new_fc_3"": 6, ""new_fc_4"": 27, ""new_fc_5"": 5, ""new_fc_6"": 6, ""new_fc_7"": 0, ""new_fc_8"": 32, ""new_fc_9"": 31, ""num_neurons"": 4, ""optimizer"": ""Adadelta"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 4, ""unit_c2"": 7}"
13,-0.5303292647902221,-0.7905852009128723,7660.3126,"{""activation"": ""elu"", ""batch_size"": 64, ""data_augmentation"": false, ""dr_f"": 0.355599378531, ""learning_rate"": 0.000979532997, ""new_fc_1"": 32, ""new_fc_10"": 26, ""new_fc_2"": 13, ""new_fc_3"": 32, ""new_fc_4"": 22, ""new_fc_5"": 23, ""new_fc_6"": 20, ""new_fc_7"": 23, ""new_fc_8"": 30, ""new_fc_9"": 23, ""num_neurons"": 4, ""optimizer"": ""SGD"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 2, ""unit_c2"": 3}"
14,-0.49105011390258024,-0.7905852009128723,8047.6506,"{""activation"": ""elu"", ""batch_size"": 64, ""data_augmentation"": true, ""dr_f"": 0.48579018897, ""learning_rate"": 0.000752667443, ""new_fc_1"": 6, ""new_fc_10"": 3, ""new_fc_2"": 11, ""new_fc_3"": 16, ""new_fc_4"": 12, ""new_fc_5"": 10, ""new_fc_6"": 10, ""new_fc_7"": 1, ""new_fc_8"": 12, ""new_fc_9"": 10, ""num_neurons"": 4, ""optimizer"": ""Adam"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 4, ""unit_c2"": 8}"
