iteration,score,best_score,elapsed_sec,params_json
1,-0.3203682810430813,-0.3203682810430813,265.4506,"{""activation"": ""relu"", ""batch_size"": 32, ""data_augmentation"": true, ""dr_f"": 0.414100625387, ""learning_rate"": 0.000913492427, ""new_fc_1"": 17, ""new_fc_10"": 1, ""new_fc_2"": 3, ""new_fc_3"": 26, ""new_fc_4"": 15, ""new_fc_5"": 24, ""new_fc_6"": 20, ""new_fc_7"": 21, ""new_fc_8"": 12, ""new_fc_9"": 8, ""num_neurons"": 8, ""optimizer"": ""Adam"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 3, ""unit_c2"": 5}"
2,-0.6456566328895721,-0.6456566328895721,709.7256,"{""activation"": ""selu"", ""batch_size"": 64, ""data_augmentation"": false, ""dr_f"": 0.400985795416, ""learning_rate"": 0.000152496678, ""new_fc_1"": 31, ""new_fc_10"": 24, ""new_fc_2"": 15, ""new_fc_3"": 7, ""new_fc_4"": 29, ""new_fc_5"": 11, ""new_fc_6"": 25, ""new_fc_7"": 26, ""new_fc_8"": 31, ""new_fc_9"": 31, ""num_neurons"": 8, ""optimizer"": ""Adam"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 3, ""unit_c2"": 3}"
3,-0.3222598330430813,-0.6456566328895721,854.1887,"{""activation"": ""swish"", ""batch_size"": 64, ""data_augmentation"": true, ""dr_f"": 0.231049763781, ""learning_rate"": 0.000939405318, ""new_fc_1"": 10, ""new_fc_10"": 25, ""new_fc_2"": 19, ""new_fc_3"": 13, ""new_fc_4"": 9, ""new_fc_5"": 16, ""new_fc_6"": 1, ""new_fc_7"": 30, ""new_fc_8"": 12, ""new_fc_9"": 0, ""num_neurons"": 8, ""optimizer"": ""Adamax"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 1, ""unit_c2"": 8}"
4,10000000000.0,-0.6456566328895721,855.2429,"{""activation"": ""selu"", ""batch_size"": 64, ""data_augmentation"": false, ""dr_f"": 0.115092027314, ""learning_rate"": 0.00032669675, ""new_fc_1"": 7, ""new_fc_10"": 21, ""new_fc_2"": 16, ""new_fc_3"": 9, ""new_fc_4"": 17, ""new_fc_5"": 6, ""new_fc_6"": 27, ""new_fc_7"": 21, ""new_fc_8"": 13, ""new_fc_9"": 25, ""num_neurons"": 64, ""optimizer"": ""SGD"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 1, ""unit_c2"": 5}"
5,-0.7480620838393249,-0.7480620838393249,1900.2539,"{""activation"": ""swish"", ""batch_size"": 16, ""data_augmentation"": false, ""dr_f"": 0.276471805307, ""learning_rate"": 0.000277105123, ""new_fc_1"": 22, ""new_fc_10"": 27, ""new_fc_2"": 17, ""new_fc_3"": 2, ""new_fc_4"": 16, ""new_fc_5"": 17, ""new_fc_6"": 20, ""new_fc_7"": 3, ""new_fc_8"": 32, ""new_fc_9"": 28, ""num_neurons"": 32, ""optimizer"": ""Adamax"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 1, ""unit_c2"": 1}"
6,10000000000.0,-0.7480620838393249,1901.14,"{""activation"": ""elu"", ""batch_size"": 16, ""data_augmentation"": false, ""dr_f"": 0.468762334788, ""learning_rate"": 0.000849791766, ""new_fc_1"": 29, ""new_fc_10"": 28, ""new_fc_2"": 20, ""new_fc_3"": 1, ""new_fc_4"": 25, ""new_fc_5"": 13, ""new_fc_6"": 24, ""new_fc_7"": 17, ""new_fc_8"": 28, ""new_fc_9"": 4, ""num_neurons"": 64, ""optimizer"": ""Adamax"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 2, ""unit_c2"": 1}"
7,-0.13242166892916868,-0.7480620838393249,2345.7962,"{""activation"": ""relu"", ""batch_size"": 32, ""data_augmentation"": false, ""dr_f"": 0.077739628914, ""learning_rate"": 0.000501055274, ""new_fc_1"": 11, ""new_fc_10"": 11, ""new_fc_2"": 3, ""new_fc_3"": 24, ""new_fc_4"": 13, ""new_fc_5"": 26, ""new_fc_6"": 12, ""new_fc_7"": 27, ""new_fc_8"": 28, ""new_fc_9"": 25, ""num_neurons"": 64, ""optimizer"": ""SGD"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 1, ""unit_c2"": 1}"
8,-0.7480880974127655,-0.7480880974127655,2669.9716,"{""activation"": ""elu"", ""batch_size"": 64, ""data_augmentation"": true, ""dr_f"": 0.189747064136, ""learning_rate"": 0.000724734475, ""new_fc_1"": 16, ""new_fc_10"": 18, ""new_fc_2"": 17, ""new_fc_3"": 15, ""new_fc_4"": 5, ""new_fc_5"": 8, ""new_fc_6"": 25, ""new_fc_7"": 32, ""new_fc_8"": 24, ""new_fc_9"": 18, ""num_neurons"": 4, ""optimizer"": ""Adamax"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 1, ""unit_c2"": 2}"
9,-0.6594406963555145,-0.7480880974127655,2994.2717,"{""activation"": ""selu"", ""batch_size"": 64, ""data_augmentation"": false, ""dr_f"": 0.189131235097, ""learning_rate"": 0.000331469668, ""new_fc_1"": 30, ""new_fc_10"": 21, ""new_fc_2"": 3, ""new_fc_3"": 10, ""new_fc_4"": 18, ""new_fc_5"": 4, ""new_fc_6"": 31, ""new_fc_7"": 13, ""new_fc_8"": 15, ""new_fc_9"": 14, ""num_neurons"": 16, ""optimizer"": ""Adamax"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 3, ""unit_c2"": 2}"
10,-0.1769147577302551,-0.7480880974127655,3378.7881,"{""activation"": ""relu"", ""batch_size"": 16, ""data_augmentation"": true, ""dr_f"": 0.289285957199, ""learning_rate"": 0.000308088131, ""new_fc_1"": 28, ""new_fc_10"": 6, ""new_fc_2"": 14, ""new_fc_3"": 30, ""new_fc_4"": 2, ""new_fc_5"": 6, ""new_fc_6"": 9, ""new_fc_7"": 8, ""new_fc_8"": 10, ""new_fc_9"": 21, ""num_neurons"": 16, ""optimizer"": ""Adagrad"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 4, ""unit_c2"": 2}"
11,-0.7734848592711029,-0.7734848592711029,3646.5248,"{""activation"": ""swish"", ""batch_size"": 64, ""data_augmentation"": true, ""dr_f"": 0.332678180111, ""learning_rate"": 0.000761743251, ""new_fc_1"": 6, ""new_fc_10"": 26, ""new_fc_2"": 25, ""new_fc_3"": 20, ""new_fc_4"": 11, ""new_fc_5"": 7, ""new_fc_6"": 31, ""new_fc_7"": 29, ""new_fc_8"": 13, ""new_fc_9"": 28, ""num_neurons"": 8, ""optimizer"": ""Adam"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 1, ""unit_c2"": 4}"
12,10000000000.0,-0.7734848592711029,3650.4233,"{""activation"": ""relu"", ""batch_size"": 32, ""data_augmentation"": false, ""dr_f"": 0.114942290336, ""learning_rate"": 0.000402353654, ""new_fc_1"": 5, ""new_fc_10"": 23, ""new_fc_2"": 3, ""new_fc_3"": 20, ""new_fc_4"": 23, ""new_fc_5"": 26, ""new_fc_6"": 20, ""new_fc_7"": 7, ""new_fc_8"": 21, ""new_fc_9"": 7, ""num_neurons"": 32, ""optimizer"": ""Adagrad"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 2, ""unit_c2"": 6}"
13,-0.3054059130430813,-0.7734848592711029,3798.5545,"{""activation"": ""relu"", ""batch_size"": 64, ""data_augmentation"": true, ""dr_f"": 0.261085442078, ""learning_rate"": 0.000939237652, ""new_fc_1"": 31, ""new_fc_10"": 14, ""new_fc_2"": 12, ""new_fc_3"": 13, ""new_fc_4"": 6, ""new_fc_5"": 30, ""new_fc_6"": 13, ""new_fc_7"": 21, ""new_fc_8"": 11, ""new_fc_9"": 20, ""num_neurons"": 8, ""optimizer"": ""Adamax"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 2, ""unit_c2"": 8}"
14,-0.6931172833052673,-0.7734848592711029,6106.3251,"{""activation"": ""selu"", ""batch_size"": 8, ""data_augmentation"": true, ""dr_f"": 0.181648189946, ""learning_rate"": 0.000602625789, ""new_fc_1"": 31, ""new_fc_10"": 19, ""new_fc_2"": 0, ""new_fc_3"": 21, ""new_fc_4"": 1, ""new_fc_5"": 24, ""new_fc_6"": 5, ""new_fc_7"": 29, ""new_fc_8"": 12, ""new_fc_9"": 28, ""num_neurons"": 8, ""optimizer"": ""Adamax"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 4, ""unit_c2"": 3}"
15,-0.7178386455082549,-0.7734848592711029,6494.1699,"{""activation"": ""relu"", ""batch_size"": 64, ""data_augmentation"": true, ""dr_f"": 0.285950122483, ""learning_rate"": 0.000145840032, ""new_fc_1"": 25, ""new_fc_10"": 0, ""new_fc_2"": 10, ""new_fc_3"": 27, ""new_fc_4"": 11, ""new_fc_5"": 26, ""new_fc_6"": 1, ""new_fc_7"": 28, ""new_fc_8"": 12, ""new_fc_9"": 24, ""num_neurons"": 16, ""optimizer"": ""Adamax"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 1, ""unit_c2"": 1}"
16,-0.3425237850430813,-0.7734848592711029,7241.7312,"{""activation"": ""relu"", ""batch_size"": 8, ""data_augmentation"": true, ""dr_f"": 0.056100734454, ""learning_rate"": 0.000767257154, ""new_fc_1"": 32, ""new_fc_10"": 8, ""new_fc_2"": 5, ""new_fc_3"": 30, ""new_fc_4"": 2, ""new_fc_5"": 1, ""new_fc_6"": 23, ""new_fc_7"": 26, ""new_fc_8"": 9, ""new_fc_9"": 16, ""num_neurons"": 4, ""optimizer"": ""Adam"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 4, ""unit_c2"": 8}"
17,-0.770877520277893,-0.7734848592711029,8769.5934,"{""activation"": ""swish"", ""batch_size"": 8, ""data_augmentation"": true, ""dr_f"": 0.36046116752, ""learning_rate"": 0.000385139669, ""new_fc_1"": 17, ""new_fc_10"": 18, ""new_fc_2"": 3, ""new_fc_3"": 28, ""new_fc_4"": 2, ""new_fc_5"": 13, ""new_fc_6"": 18, ""new_fc_7"": 15, ""new_fc_8"": 31, ""new_fc_9"": 9, ""num_neurons"": 8, ""optimizer"": ""Adam"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 2, ""unit_c2"": 1}"
18,-0.5660077717050247,-0.7734848592711029,9396.923,"{""activation"": ""elu"", ""batch_size"": 32, ""data_augmentation"": true, ""dr_f"": 0.079981194393, ""learning_rate"": 0.000665366265, ""new_fc_1"": 31, ""new_fc_10"": 0, ""new_fc_2"": 19, ""new_fc_3"": 22, ""new_fc_4"": 26, ""new_fc_5"": 4, ""new_fc_6"": 24, ""new_fc_7"": 32, ""new_fc_8"": 14, ""new_fc_9"": 30, ""num_neurons"": 4, ""optimizer"": ""Adadelta"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 4, ""unit_c2"": 1}"
19,-0.3213839770430813,-0.7734848592711029,10205.2646,"{""activation"": ""swish"", ""batch_size"": 8, ""data_augmentation"": true, ""dr_f"": 0.069583300301, ""learning_rate"": 0.000168588788, ""new_fc_1"": 29, ""new_fc_10"": 28, ""new_fc_2"": 0, ""new_fc_3"": 28, ""new_fc_4"": 4, ""new_fc_5"": 18, ""new_fc_6"": 11, ""new_fc_7"": 9, ""new_fc_8"": 11, ""new_fc_9"": 11, ""num_neurons"": 16, ""optimizer"": ""Adam"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 1, ""unit_c2"": 3}"
20,-0.35178920104308126,-0.7734848592711029,10353.2746,"{""activation"": ""swish"", ""batch_size"": 64, ""data_augmentation"": true, ""dr_f"": 0.084671902279, ""learning_rate"": 0.000153417478, ""new_fc_1"": 29, ""new_fc_10"": 8, ""new_fc_2"": 6, ""new_fc_3"": 20, ""new_fc_4"": 19, ""new_fc_5"": 30, ""new_fc_6"": 4, ""new_fc_7"": 27, ""new_fc_8"": 10, ""new_fc_9"": 28, ""num_neurons"": 4, ""optimizer"": ""Adam"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 3, ""unit_c2"": 7}"
21,-0.7358373199549713,-0.7734848592711029,10740.9857,"{""activation"": ""swish"", ""batch_size"": 64, ""data_augmentation"": true, ""dr_f"": 0.061303531448, ""learning_rate"": 0.000364982732, ""new_fc_1"": 28, ""new_fc_10"": 32, ""new_fc_2"": 7, ""new_fc_3"": 24, ""new_fc_4"": 1, ""new_fc_5"": 9, ""new_fc_6"": 0, ""new_fc_7"": 4, ""new_fc_8"": 12, ""new_fc_9"": 12, ""num_neurons"": 8, ""optimizer"": ""Adamax"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 3, ""unit_c2"": 2}"
22,-0.2991618330430813,-0.7734848592711029,10889.254,"{""activation"": ""relu"", ""batch_size"": 64, ""data_augmentation"": true, ""dr_f"": 0.330300480085, ""learning_rate"": 0.000129003159, ""new_fc_1"": 29, ""new_fc_10"": 29, ""new_fc_2"": 1, ""new_fc_3"": 10, ""new_fc_4"": 23, ""new_fc_5"": 9, ""new_fc_6"": 2, ""new_fc_7"": 31, ""new_fc_8"": 11, ""new_fc_9"": 13, ""num_neurons"": 8, ""optimizer"": ""Adam"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 4, ""unit_c2"": 5}"
23,10000000000.0,-0.7734848592711029,10893.2253,"{""activation"": ""relu"", ""batch_size"": 64, ""data_augmentation"": true, ""dr_f"": 0.306819932059, ""learning_rate"": 0.000236811367, ""new_fc_1"": 27, ""new_fc_10"": 31, ""new_fc_2"": 27, ""new_fc_3"": 10, ""new_fc_4"": 8, ""new_fc_5"": 30, ""new_fc_6"": 3, ""new_fc_7"": 19, ""new_fc_8"": 18, ""new_fc_9"": 31, ""num_neurons"": 16, ""optimizer"": ""Adam"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 4, ""unit_c2"": 7}"
24,-0.7129111757112426,-0.7734848592711029,11340.7907,"{""activation"": ""swish"", ""batch_size"": 32, ""data_augmentation"": true, ""dr_f"": 0.062133022867, ""learning_rate"": 0.000484361938, ""new_fc_1"": 22, ""new_fc_10"": 19, ""new_fc_2"": 1, ""new_fc_3"": 25, ""new_fc_4"": 5, ""new_fc_5"": 25, ""new_fc_6"": 4, ""new_fc_7"": 14, ""new_fc_8"": 29, ""new_fc_9"": 11, ""num_neurons"": 8, ""optimizer"": ""Adamax"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 4, ""unit_c2"": 3}"
25,-0.7300395429536133,-0.7734848592711029,11728.388,"{""activation"": ""swish"", ""batch_size"": 64, ""data_augmentation"": true, ""dr_f"": 0.200626204199, ""learning_rate"": 0.000805978943, ""new_fc_1"": 16, ""new_fc_10"": 6, ""new_fc_2"": 19, ""new_fc_3"": 23, ""new_fc_4"": 25, ""new_fc_5"": 8, ""new_fc_6"": 18, ""new_fc_7"": 6, ""new_fc_8"": 10, ""new_fc_9"": 27, ""num_neurons"": 4, ""optimizer"": ""Adamax"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 2, ""unit_c2"": 1}"
26,-0.35184370504308127,-0.7734848592711029,391.4743,"{""activation"": ""swish"", ""batch_size"": 16, ""data_augmentation"": true, ""dr_f"": 0.355617268055, ""learning_rate"": 0.000929455774, ""new_fc_1"": 29, ""new_fc_10"": 19, ""new_fc_2"": 3, ""new_fc_3"": 28, ""new_fc_4"": 10, ""new_fc_5"": 10, ""new_fc_6"": 25, ""new_fc_7"": 21, ""new_fc_8"": 21, ""new_fc_9"": 25, ""num_neurons"": 8, ""optimizer"": ""Adamax"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 2, ""unit_c2"": 2}"
