event,accuracy_eval,objective,error,accuracy,flops_norm,flops,params,score,elapsed_sec,params_json
1,1,both,10000000000.0,,1.8604799466666666,279071992.0,9298660.0,10000000000.0,1.5884,"{""activation"": ""swish"", ""batch_size"": 32, ""data_augmentation"": true, ""dr_f"": 0.136620183175, ""learning_rate"": 0.000596183292, ""new_fc_1"": 32, ""new_fc_10"": 20, ""new_fc_2"": 25, ""new_fc_3"": 19, ""new_fc_4"": 14, ""new_fc_5"": 32, ""new_fc_6"": 16, ""new_fc_7"": 4, ""new_fc_8"": 3, ""new_fc_9"": 2, ""num_neurons"": 32, ""optimizer"": ""SGD"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 3, ""unit_c2"": 3}"
2,2,both,0.8130999952554703,0.18690000474452972,0.6300614933333333,94509224.0,2081476.0,-0.24181155532117082,566.0773,"{""activation"": ""selu"", ""batch_size"": 32, ""data_augmentation"": false, ""dr_f"": 0.328168450519, ""learning_rate"": 0.000864488615, ""new_fc_1"": 12, ""new_fc_10"": 15, ""new_fc_2"": 3, ""new_fc_3"": 5, ""new_fc_4"": 0, ""new_fc_5"": 11, ""new_fc_6"": 10, ""new_fc_7"": 22, ""new_fc_8"": 13, ""new_fc_9"": 18, ""num_neurons"": 16, ""optimizer"": ""Adagrad"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 1, ""unit_c2"": 8}"
3,3,both,0.9900000002235174,0.009999999776482582,0.44807354666666666,67211032.0,2651812.0,-0.1725779358435378,770.0735,"{""activation"": ""elu"", ""batch_size"": 32, ""data_augmentation"": false, ""dr_f"": 0.473755208556, ""learning_rate"": 0.000551653008, ""new_fc_1"": 25, ""new_fc_10"": 3, ""new_fc_2"": 20, ""new_fc_3"": 12, ""new_fc_4"": 18, ""new_fc_5"": 17, ""new_fc_6"": 1, ""new_fc_7"": 27, ""new_fc_8"": 22, ""new_fc_9"": 3, ""num_neurons"": 16, ""optimizer"": ""Adam"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 2, ""unit_c2"": 5}"
4,4,both,10000000000.0,,12.579233866666666,1886885080.0,36112740.0,10000000000.0,771.8498,"{""activation"": ""swish"", ""batch_size"": 32, ""data_augmentation"": false, ""dr_f"": 0.344577477992, ""learning_rate"": 0.000627342897, ""new_fc_1"": 12, ""new_fc_10"": 25, ""new_fc_2"": 27, ""new_fc_3"": 17, ""new_fc_4"": 10, ""new_fc_5"": 1, ""new_fc_6"": 16, ""new_fc_7"": 5, ""new_fc_8"": 22, ""new_fc_9"": 15, ""num_neurons"": 64, ""optimizer"": ""Adagrad"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 2, ""unit_c2"": 8}"
5,5,both,0.9702000003308058,0.02979999966919422,0.05476832,8215248.0,335812.0,-0.3044295037684359,1035.7601,"{""activation"": ""elu"", ""batch_size"": 64, ""data_augmentation"": false, ""dr_f"": 0.290560127367, ""learning_rate"": 0.000450055517, ""new_fc_1"": 7, ""new_fc_10"": 8, ""new_fc_2"": 24, ""new_fc_3"": 6, ""new_fc_4"": 13, ""new_fc_5"": 28, ""new_fc_6"": 20, ""new_fc_7"": 32, ""new_fc_8"": 24, ""new_fc_9"": 13, ""num_neurons"": 8, ""optimizer"": ""Adadelta"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 1, ""unit_c2"": 4}"
6,6,both,0.9900000002235174,0.009999999776482582,0.6785926933333334,101788904.0,2279300.0,-0.10342219184353778,1900.6277,"{""activation"": ""swish"", ""batch_size"": 8, ""data_augmentation"": true, ""dr_f"": 0.445858355249, ""learning_rate"": 0.000514214582, ""new_fc_1"": 14, ""new_fc_10"": 18, ""new_fc_2"": 23, ""new_fc_3"": 3, ""new_fc_4"": 17, ""new_fc_5"": 24, ""new_fc_6"": 23, ""new_fc_7"": 5, ""new_fc_8"": 2, ""new_fc_9"": 18, ""num_neurons"": 16, ""optimizer"": ""Adamax"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 2, ""unit_c2"": 7}"
7,7,both,10000000000.0,,1.04612944,156919416.0,4097716.0,10000000000.0,1901.0703,"{""activation"": ""elu"", ""batch_size"": 32, ""data_augmentation"": true, ""dr_f"": 0.169061966854, ""learning_rate"": 0.000607132884, ""new_fc_1"": 25, ""new_fc_10"": 9, ""new_fc_2"": 27, ""new_fc_3"": 3, ""new_fc_4"": 14, ""new_fc_5"": 21, ""new_fc_6"": 23, ""new_fc_7"": 23, ""new_fc_8"": 4, ""new_fc_9"": 5, ""num_neurons"": 16, ""optimizer"": ""SGD"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 3, ""unit_c2"": 8}"
8,8,both,0.9900000002235174,0.009999999776482582,0.03835146666666667,5752720.0,194460.0,-0.29549455984353784,2285.3241,"{""activation"": ""elu"", ""batch_size"": 16, ""data_augmentation"": true, ""dr_f"": 0.252719771852, ""learning_rate"": 0.000558486335, ""new_fc_1"": 23, ""new_fc_10"": 3, ""new_fc_2"": 21, ""new_fc_3"": 25, ""new_fc_4"": 17, ""new_fc_5"": 2, ""new_fc_6"": 10, ""new_fc_7"": 8, ""new_fc_8"": 32, ""new_fc_9"": 25, ""num_neurons"": 4, ""optimizer"": ""Adamax"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 2, ""unit_c2"": 6}"
9,9,both,10000000000.0,,4.816178506666667,722426776.0,17319876.0,10000000000.0,2286.4523,"{""activation"": ""swish"", ""batch_size"": 64, ""data_augmentation"": true, ""dr_f"": 0.0699049567, ""learning_rate"": 0.000624403979, ""new_fc_1"": 28, ""new_fc_10"": 15, ""new_fc_2"": 19, ""new_fc_3"": 17, ""new_fc_4"": 14, ""new_fc_5"": 14, ""new_fc_6"": 23, ""new_fc_7"": 28, ""new_fc_8"": 16, ""new_fc_9"": 24, ""num_neurons"": 32, ""optimizer"": ""Adamax"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 4, ""unit_c2"": 7}"
10,10,both,10000000000.0,,18.404104266666668,2760615640.0,15055908.0,10000000000.0,2287.2022,"{""activation"": ""elu"", ""batch_size"": 32, ""data_augmentation"": false, ""dr_f"": 0.338097182134, ""learning_rate"": 0.000516416543, ""new_fc_1"": 1, ""new_fc_10"": 23, ""new_fc_2"": 17, ""new_fc_3"": 22, ""new_fc_4"": 25, ""new_fc_5"": 10, ""new_fc_6"": 0, ""new_fc_7"": 19, ""new_fc_8"": 30, ""new_fc_9"": 7, ""num_neurons"": 64, ""optimizer"": ""SGD"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 4, ""unit_c2"": 7}"
