event,accuracy_eval,objective,error,accuracy,flops_norm,flops,params,score,elapsed_sec,params_json
1,1,both,0.9169000014662743,0.08309999853372574,0.04267570666666667,6401356.0,54104.0,-0.345367286973608,265.1797,"{""activation"": ""selu"", ""batch_size"": 64, ""data_augmentation"": false, ""dr_f"": 0.236052338777, ""learning_rate"": 0.00075111866, ""new_fc_1"": 4, ""new_fc_10"": 9, ""new_fc_2"": 7, ""new_fc_3"": 0, ""new_fc_4"": 11, ""new_fc_5"": 6, ""new_fc_6"": 19, ""new_fc_7"": 5, ""new_fc_8"": 24, ""new_fc_9"": 0, ""num_neurons"": 4, ""optimizer"": ""SGD"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 2, ""unit_c2"": 7}"
2,2,both,0.7880000025033951,0.21199999749660492,0.49933562666666664,74900344.0,1683828.0,-0.29859931024762343,588.9194,"{""activation"": ""elu"", ""batch_size"": 64, ""data_augmentation"": false, ""dr_f"": 0.092589639507, ""learning_rate"": 0.000571071323, ""new_fc_1"": 7, ""new_fc_10"": 3, ""new_fc_2"": 23, ""new_fc_3"": 10, ""new_fc_4"": 0, ""new_fc_5"": 7, ""new_fc_6"": 23, ""new_fc_7"": 28, ""new_fc_8"": 32, ""new_fc_9"": 21, ""num_neurons"": 16, ""optimizer"": ""Adagrad"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 1, ""unit_c2"": 7}"
3,3,both,0.9890000000596046,0.010999999940395355,0.09376965333333333,14065448.0,417828.0,-0.2795691039582767,973.2025,"{""activation"": ""swish"", ""batch_size"": 16, ""data_augmentation"": false, ""dr_f"": 0.462866963862, ""learning_rate"": 0.000490007948, ""new_fc_1"": 18, ""new_fc_10"": 3, ""new_fc_2"": 21, ""new_fc_3"": 3, ""new_fc_4"": 11, ""new_fc_5"": 16, ""new_fc_6"": 12, ""new_fc_7"": 29, ""new_fc_8"": 9, ""new_fc_9"": 12, ""num_neurons"": 8, ""optimizer"": ""Adadelta"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 2, ""unit_c2"": 4}"
4,4,both,10000000000.0,,1.14647312,171970968.0,3586084.0,10000000000.0,973.6565,"{""activation"": ""relu"", ""batch_size"": 16, ""data_augmentation"": true, ""dr_f"": 0.350969511556, ""learning_rate"": 0.000147815822, ""new_fc_1"": 3, ""new_fc_10"": 27, ""new_fc_2"": 29, ""new_fc_3"": 12, ""new_fc_4"": 12, ""new_fc_5"": 15, ""new_fc_6"": 29, ""new_fc_7"": 8, ""new_fc_8"": 6, ""new_fc_9"": 21, ""num_neurons"": 32, ""optimizer"": ""SGD"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 1, ""unit_c2"": 5}"
5,5,both,0.9900000002235174,0.009999999776482582,0.26916885333333335,40375328.0,1152052.0,-0.2262493438435378,1358.2205,"{""activation"": ""swish"", ""batch_size"": 16, ""data_augmentation"": true, ""dr_f"": 0.171196885029, ""learning_rate"": 0.00024895126, ""new_fc_1"": 29, ""new_fc_10"": 4, ""new_fc_2"": 17, ""new_fc_3"": 5, ""new_fc_4"": 15, ""new_fc_5"": 12, ""new_fc_6"": 28, ""new_fc_7"": 9, ""new_fc_8"": 23, ""new_fc_9"": 21, ""num_neurons"": 8, ""optimizer"": ""SGD"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 3, ""unit_c2"": 8}"
6,6,both,10000000000.0,,1.3500409066666668,202506136.0,5227108.0,10000000000.0,1358.693,"{""activation"": ""selu"", ""batch_size"": 16, ""data_augmentation"": true, ""dr_f"": 0.197823195326, ""learning_rate"": 0.000831546595, ""new_fc_1"": 7, ""new_fc_10"": 23, ""new_fc_2"": 21, ""new_fc_3"": 15, ""new_fc_4"": 18, ""new_fc_5"": 28, ""new_fc_6"": 16, ""new_fc_7"": 5, ""new_fc_8"": 13, ""new_fc_9"": 32, ""num_neurons"": 32, ""optimizer"": ""SGD"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 2, ""unit_c2"": 4}"
7,7,both,0.9754000008106232,0.02459999918937683,0.17860901333333334,26791352.0,1001620.0,-0.26363729543256376,2042.7641,"{""activation"": ""elu"", ""batch_size"": 8, ""data_augmentation"": false, ""dr_f"": 0.285807771088, ""learning_rate"": 0.000476574932, ""new_fc_1"": 21, ""new_fc_10"": 0, ""new_fc_2"": 1, ""new_fc_3"": 31, ""new_fc_4"": 14, ""new_fc_5"": 16, ""new_fc_6"": 25, ""new_fc_7"": 21, ""new_fc_8"": 19, ""new_fc_9"": 18, ""num_neurons"": 16, ""optimizer"": ""Adagrad"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 2, ""unit_c2"": 1}"
8,8,both,0.9578999988734722,0.042100001126527786,0.9027964266666667,135419464.0,2333140.0,-0.05863107278856944,2486.7197,"{""activation"": ""elu"", ""batch_size"": 16, ""data_augmentation"": false, ""dr_f"": 0.214048860741, ""learning_rate"": 0.000950099436, ""new_fc_1"": 15, ""new_fc_10"": 32, ""new_fc_2"": 0, ""new_fc_3"": 18, ""new_fc_4"": 0, ""new_fc_5"": 9, ""new_fc_6"": 5, ""new_fc_7"": 21, ""new_fc_8"": 16, ""new_fc_9"": 11, ""num_neurons"": 16, ""optimizer"": ""Adagrad"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 3, ""unit_c2"": 7}"
9,9,both,10000000000.0,,6.95270928,1042906392.0,26259172.0,10000000000.0,2488.0782,"{""activation"": ""swish"", ""batch_size"": 64, ""data_augmentation"": true, ""dr_f"": 0.034972556261, ""learning_rate"": 0.000847576293, ""new_fc_1"": 13, ""new_fc_10"": 4, ""new_fc_2"": 19, ""new_fc_3"": 13, ""new_fc_4"": 24, ""new_fc_5"": 3, ""new_fc_6"": 7, ""new_fc_7"": 32, ""new_fc_8"": 11, ""new_fc_9"": 27, ""num_neurons"": 64, ""optimizer"": ""SGD"", ""reg_l2"": true, ""skip_connection"": true, ""unit_c1"": 2, ""unit_c2"": 5}"
10,10,both,0.9770999997854233,0.02290000021457672,0.02518944,3778416.0,179492.0,-0.3084731681502037,2751.88,"{""activation"": ""selu"", ""batch_size"": 32, ""data_augmentation"": true, ""dr_f"": 0.277565479985, ""learning_rate"": 0.00027864195, ""new_fc_1"": 30, ""new_fc_10"": 18, ""new_fc_2"": 15, ""new_fc_3"": 22, ""new_fc_4"": 12, ""new_fc_5"": 4, ""new_fc_6"": 20, ""new_fc_7"": 18, ""new_fc_8"": 21, ""new_fc_9"": 22, ""num_neurons"": 4, ""optimizer"": ""SGD"", ""reg_l2"": true, ""skip_connection"": false, ""unit_c1"": 2, ""unit_c2"": 4}"
11,10,flops,,,0.07212610666666666,10818916.0,204184.0,,2752.9844,"{""activation"": ""relu"", ""batch_size"": 32, ""data_augmentation"": true, ""dr_f"": 0.283060144137, ""learning_rate"": 0.000584214567, ""new_fc_1"": 27, ""new_fc_10"": 9, ""new_fc_2"": 16, ""new_fc_3"": 5, ""new_fc_4"": 29, ""new_fc_5"": 9, ""new_fc_6"": 14, ""new_fc_7"": 6, ""new_fc_8"": 2, ""new_fc_9"": 22, ""num_neurons"": 4, ""optimizer"": ""Adamax"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 4, ""unit_c2"": 6}"
12,10,flops,,,0.09872410666666667,14808616.0,352700.0,,2753.9874,"{""activation"": ""swish"", ""batch_size"": 16, ""data_augmentation"": false, ""dr_f"": 0.134872441743, ""learning_rate"": 0.000426017789, ""new_fc_1"": 5, ""new_fc_10"": 11, ""new_fc_2"": 26, ""new_fc_3"": 21, ""new_fc_4"": 19, ""new_fc_5"": 10, ""new_fc_6"": 32, ""new_fc_7"": 32, ""new_fc_8"": 0, ""new_fc_9"": 10, ""num_neurons"": 8, ""optimizer"": ""Adamax"", ""reg_l2"": false, ""skip_connection"": false, ""unit_c1"": 1, ""unit_c2"": 6}"
13,10,flops,,,0.15261290666666666,22891936.0,149572.0,,2755.2255,"{""activation"": ""selu"", ""batch_size"": 16, ""data_augmentation"": false, ""dr_f"": 0.182178008123, ""learning_rate"": 0.00081683459, ""new_fc_1"": 13, ""new_fc_10"": 29, ""new_fc_2"": 5, ""new_fc_3"": 0, ""new_fc_4"": 14, ""new_fc_5"": 12, ""new_fc_6"": 3, ""new_fc_7"": 11, ""new_fc_8"": 19, ""new_fc_9"": 7, ""num_neurons"": 8, ""optimizer"": ""Adagrad"", ""reg_l2"": false, ""skip_connection"": true, ""unit_c1"": 4, ""unit_c2"": 1}"
